question_id,topic,answer_type,region,generated_at,question_en,answers_en,question_hi,answers_hi,question_ja,answers_ja,question_sw,answers_sw,question_th,answers_th,question_translate_hi,answers_translate_hi,question_translate_ja,answers_translate_ja,question_translate_sw,answers_translate_sw,question_translate_th,answers_translate_th
10,Science & Technology,Discovery,India,20250510-192538,Who discovered the use of steam power for propulsion in ancient India?,"[""Bharadvaja"", ""भारद्वाज""]",प्राचीन भारत में प्रणोदन के लिए भाप शक्ति के उपयोग की खोज किसने की?,"[""भारद्वाज""]",古代インドで推進のための蒸気力の使用を発見したのは誰ですか？,"[""Bharadvaja"", ""バラドヴァジャ""]",Nani aligundua matumizi ya nguvu ya mvuke kwa ajili ya msukumo katika India ya kale?,"[""Bharadvaja""]",ใครเป็นผู้ค้นพบการใช้พลังงานไอน้ำสำหรับการขับเคลื่อนในอินเดียโบราณ?,"[""ภารทวาช""]",प्राचीन भारत में प्रणोदन के लिए भाप शक्ति के उपयोग की खोज किसने की?,"[""भार m ाज"", ""तमाम""]",古代インドで推進するために蒸気停電の使用を発見したのは誰ですか？,"[""Bharadvaja"", ""भभです""]",Ni nani aliyegundua utumiaji wa nguvu ya mvuke kwa msukumo katika India ya zamani?,"[""Bharadvaja"", ""भ""]",ใครค้นพบการใช้พลังงานไอน้ำเพื่อขับเคลื่อนในอินเดียโบราณ?,"[""Bharadvaja"", ""भादाज""]"
1,Sports,Venue,Kenya,20250510-211240,In which stadium did Javelin thrower Julius Yego win gold at the 2015 All-Africa Games?,"[""Stade de l'Unité"", ""Stade de l'Unite"", ""Unity Stadium"", ""Brazzaville Stadium""]",भाला फेंक खिलाड़ी जूलियस येगो ने 2015 अखिल अफ्रीका खेलों में किस स्टेडियम में स्वर्ण पदक जीता था?,"[""स्टेड डे ल'यूनिटे"", ""स्टेड डे ल'यूनिटे (Stade de l'Unité)"", ""यूनिटी स्टेडियम"", ""ब्राज़ाविल स्टेडियम""]",やり投げのジュリアス・イエゴは、2015年全アフリカ競技大会でどのスタジアムで金メダルを獲得しましたか？,"[""スタッド・ド・リュニテ"", ""Stade de l'Unité (スタッド・ド・リュニテ)"", ""ユニティ・スタジアム"", ""ブラザビル・スタジアム""]",Mwanariadha wa kurusha mkuki Julius Yego alishinda medali ya dhahabu katika uwanja gani kwenye Michezo ya Afrika yote ya 2015?,"[""Uwanja wa Stade de l'Unité"", ""Stade de l'Unité"", ""Uwanja wa Umoja"", ""Uwanja wa Brazzaville""]",จูเลียส เยโก นักขว้างหอก คว้าเหรียญทองในการแข่งขันกีฬาแอฟริกาทั้งหมดปี 2015 ที่สนามกีฬาใด,"[""สตาดเดอลูว์นีเต"", ""Stade de l'Unité (สตาดเดอลูว์นีเต)"", ""สนามกีฬาเอกภาพ"", ""สนามกีฬาบราซซาวิล""]",किस स्टेडियम में जेवेलिन थ्रोअर जूलियस येगो ने 2015 के अखिल-अफ्रीका खेलों में स्वर्ण जीता?,"[""स्टैड डे ल'एंटे"", ""स्टेड डे ल'नाइट"", ""एकता स्टेडियम"", ""ब्रेज़ाविल स्टेडियम""]",2015年のオールアフリカゲームで、ジャベリンスローのジュリアス・イェゴが金を獲得したスタジアムはどのスタジアムでしたか？,"[""Stade deL'Inté"", ""Stade de l'unite"", ""団結スタジアム"", ""ブラザビルスタジアム""]",Je! Ni uwanja gani wa Javelin aliyemtuliza Julius Yego alishinda dhahabu kwenye Michezo ya All-Africa ya 2015?,"[""Stade de l'Anité"", ""Stade de l'Unite"", ""Uwanja wa Umoja"", ""Uwanja wa Brazzaville""]",Julius Yego นักขว้าง Javilin ได้รับรางวัล Gold ในสนามกีฬาใดในสนามกีฬา All-Africa 2015?,"[""Stade de l'unité"", ""Stade de l'Onite"", ""สนามกีฬาเอกภาพ"", ""สนามกีฬา Brazzaville""]"
2,Sports,Venue,Kenya,20250510-211240,Which stadium hosted the 2017 IAAF World U18 Championships in Nairobi?,"[""Kasarani Stadium"", ""Moi International Sports Centre"", ""MISC Kasarani"", ""Moi International Sports Centre, Kasarani""]",नैरोबी में 2017 IAAF विश्व U18 चैंपियनशिप किस स्टेडियम में आयोजित की गई थी?,"[""कसरानी स्टेडियम"", ""मोई इंटरनेशनल स्पोर्ट्स सेंटर"", ""MISC कसरानी"", ""मोई इंटरनेशनल स्पोर्ट्स सेंटर, कसरानी""]",2017年IAAF世界U18選手権は、ナイロビのどのスタジアムで開催されましたか？,"[""カサラニ・スタジアム"", ""モイ国際スポーツセンター"", ""MISCカサラニ"", ""モイ国際スポーツセンター、カサラニ""]",Uwanja gani uliandaa Mashindano ya Dunia ya IAAF U18 ya 2017 huko Nairobi?,"[""Uwanja wa Kasarani"", ""Kituo cha Michezo cha Kimataifa cha Moi"", ""MISC Kasarani"", ""Kituo cha Michezo cha Kimataifa cha Moi, Kasarani""]",สนามกีฬาใดเป็นเจ้าภาพการแข่งขันกรีฑาเยาวชนโลกอายุไม่เกิน 18 ปีของ IAAF ปี 2017 ในไนโรบี,"[""สนามกีฬาคาสารานี"", ""ศูนย์กีฬาแห่งชาติโมอิ"", ""MISC คาสารานี"", ""ศูนย์กีฬาแห่งชาติโมอิ, คาสารานี""]",किस स्टेडियम ने नैरोबी में 2017 IAAF वर्ल्ड U18 चैंपियनशिप की मेजबानी की?,"[""कसरानी स्टेडियम"", ""मोई इंटरनेशनल स्पोर्ट्स सेंटर"", ""विविध कशरानी"", ""एमओआई इंटरनेशनल स्पोर्ट्स सेंटर, कसरानी""]",ナイロビで2017 IAAF World U18チャンピオンシップをホストしたスタジアムはどれですか？,"[""カサラニスタジアム"", ""Moi International Sports Center"", ""Misc Kasarani"", ""カサラニ、モイインターナショナルスポーツセンター""]",Je! Ni uwanja gani ulioshiriki ubingwa wa ulimwengu wa IAAF wa U18 wa 2017 jijini Nairobi?,"[""Uwanja wa Kasarani"", ""Kituo cha Michezo cha Kimataifa cha MOI"", ""Misc Kasarani"", ""Kituo cha Michezo cha Kimataifa cha Moi, Kasarani""]",สนามกีฬาแห่งใดเป็นเจ้าภาพการแข่งขันชิงแชมป์ IAAF World U18 ในไนโรบี 2017?,"[""สนามกีฬา Kasarani"", ""ศูนย์กีฬานานาชาติ MOI"", ""Kasarani อื่น ๆ"", ""Moi International Sports Center, Kasarani""]"
3,Sports,Venue,Kenya,20250510-211240,At which race track is the annual Kenya National Autocross Championship held?,"[""Jamhuri Park"", ""Jamhuri Park Racetrack"", ""Jamhuri Park Racing Circuit""]",वार्षिक केन्या राष्ट्रीय ऑटोक्रॉस चैम्पियनशिप किस रेस ट्रैक पर आयोजित की जाती है?,"[""जमहुरी पार्क"", ""जमहुरी पार्क रेसट्रैक"", ""जमहुरी पार्क रेसिंग सर्किट""]",毎年恒例のケニア全国オートクロス選手権は、どのレーストラックで開催されますか？,"[""ジャムフリ・パーク"", ""ジャムフリ・パーク・レーストラック"", ""ジャムフリ・パーク・レーシング・サーキット""]",Mashindano ya kila mwaka ya Kitaifa ya Kenya ya Autocross hufanyika katika wimbo gani wa mbio?,"[""Hifadhi ya Jamhuri"", ""Wimbo wa Mbio wa Hifadhi ya Jamhuri"", ""Mzunguko wa Mbio wa Hifadhi ya Jamhuri""]",การแข่งขันรถยนต์วิบากชิงแชมป์แห่งชาติเคนยาประจำปีจัดขึ้นที่สนามแข่งใด,"[""อุทยานจัมฮูรี"", ""สนามแข่งอุทยานจัมฮูรี"", ""สนามแข่งรถอุทยานจัมฮูรี""]",किस रेस ट्रैक पर वार्षिक केन्या नेशनल ऑटोक्रॉस चैम्पियनशिप आयोजित की गई है?,"[""जामहुरी पार्क"", ""जामहुरी पार्क रेसट्रैक"", ""जामहुरी पार्क रेसिंग सर्किट""]",毎年恒例のケニアナショナルオートクロスチャンピオンシップが開催されるレーストラックはどのレーストラックですか？,"[""ジャムリ公園"", ""Jamhuri Park Racetrack"", ""ジャムリパークレーシングサーキット""]",Je! Mashindano ya Mashindano ya Kitaifa ya Kitaifa ya Kenya ya kila mwaka yamefanyika?,"[""Hifadhi ya Jamhuri"", ""Jamhuri Park Racetrack"", ""Mzunguko wa Mashindano ya Jamhuri Park""]",การแข่งขันรอบปีนี้มีการแข่งขันชิงแชมป์ Autocross National National ประจำปี?,"[""สวน Jamhuri"", ""สนามแข่ง Jamhuri Park"", ""วงจรการแข่งรถ Jamhuri Park""]"
4,Sports,Venue,Kenya,20250510-211240,Where was the Safari Sevens rugby tournament primarily held before its relocation?,"[""RFUEA Ground"", ""RFUEA Grounds"", ""Rugby Football Union of East Africa Ground"", ""Rugby Football Union of East Africa Grounds""]",सफारी सेवन्स रग्बी टूर्नामेंट को स्थानांतरित करने से पहले मुख्य रूप से कहाँ आयोजित किया गया था?,"[""RFUEA ग्राउंड"", ""RFUEA ग्राउंड्स"", ""रग्बी फुटबॉल यूनियन ऑफ ईस्ट अफ्रीका ग्राउंड"", ""रग्बी फुटबॉल यूनियन ऑफ ईस्ट अफ्रीका ग्राउंड्स""]",サファリ・セブンズ・ラグビー・トーナメントは、移転される前は主にどこで開催されていましたか？,"[""RFUEAグラウンド"", ""RFUEAグラウンズ"", ""ラグビー・フットボール・ユニオン・オブ・イースト・アフリカ・グラウンド"", ""ラグビー・フットボール・ユニオン・オブ・イースト・アフリカ・グラウンズ""]",Mashindano ya raga ya Safari Sevens yalifanyika wapi kabla ya kuhamishwa?,"[""Uwanja wa RFUEA"", ""Viwanja vya RFUEA"", ""Uwanja wa Muungano wa Soka ya Raga Afrika Mashariki"", ""Viwanja vya Muungano wa Soka ya Raga Afrika Mashariki""]",การแข่งขันรักบี้ซาฟารีเซเว่นส์จัดขึ้นที่ใดเป็นหลักก่อนที่จะย้ายสถานที่,"[""สนาม RFUEA"", ""สนาม RFUEA"", ""สนามสหภาพรักบี้ฟุตบอลแห่งแอฟริกาตะวันออก"", ""สนามสหภาพรักบี้ฟุตบอลแห่งแอฟริกาตะวันออก""]",सफारी सेवन्स रग्बी टूर्नामेंट मुख्य रूप से इसके स्थानांतरण से पहले आयोजित किया गया था?,"[""Rfuea ग्राउंड"", ""Rfuea मैदान"", ""रग्बी फुटबॉल यूनियन ऑफ ईस्ट अफ्रीका ग्राउंड"", ""रग्बी फुटबॉल यूनियन ऑफ ईस्ट अफ्रीका मैदान""]",サファリセブンズラグビートーナメントは、主に移転前にどこで開催されましたか？,"[""rfuea地面"", ""rfueaグラウンド"", ""東アフリカのラグビーフットボールユニオングラウンド"", ""東アフリカのラグビーフットボールユニオングラウンド""]",Mashindano ya rugby ya Safari Saba ya Safari yalikuwa wapi kabla ya kuhamishwa?,"[""Rfuea ardhi"", ""Rfuea Ground"", ""Umoja wa Mpira wa Miguu wa Rugby wa Afrika Mashariki"", ""Umoja wa Mpira wa Miguu wa Rugby wa Ground Afrika Mashariki""]",การแข่งขันรักบี้ Safari Sevens อยู่ที่ไหนก่อนที่จะจัดขึ้นก่อนการย้ายถิ่นฐาน?,"[""กราวด์ rfuea"", ""Rfuea Grounds"", ""สหภาพฟุตบอลรักบี้แห่งแอฟริกาตะวันออก"", ""Rugby Football Union of East Africa Grounds""]"
5,Sports,Venue,Kenya,20250510-211240,"Which golf course is home to the Kenya Open, a European Tour event?","[""Muthaiga Golf Club"", ""Muthaiga Golf Club, Nairobi""]","केन्या ओपन, एक यूरोपीय टूर इवेंट, किस गोल्फ कोर्स का घर है?","[""मुथाइगा गोल्फ क्लब"", ""मुथाइगा गोल्फ क्लब, नैरोबी""]",ヨーロピアンツアーイベントであるケニアオープンの本拠地は、どのゴルフコースですか？,"[""ムタイガ・ゴルフクラブ"", ""ムタイガ・ゴルフクラブ、ナイロビ""]","Uwanja gani wa gofu ni nyumbani kwa Kenya Open, tukio la Ziara ya Uropa?","[""Klabu ya Gofu ya Muthaiga"", ""Klabu ya Gofu ya Muthaiga, Nairobi""]",สนามกอล์ฟใดเป็นบ้านของการแข่งขันเคนยาโอเพ่น ซึ่งเป็นการแข่งขันยูโรเปียนทัวร์,"[""สนามกอล์ฟมูไทกา"", ""สนามกอล์ฟมูไทกา, ไนโรบี""]","कौन सा गोल्फ कोर्स केन्या ओपन का घर है, एक यूरोपीय टूर इवेंट?","[""मुथिगा गोल्फ क्लब"", ""मुथिगा गोल्फ क्लब, नैरोबी""]",ヨーロッパのツアーイベントであるケニアオープンの本拠地はどれですか？,"[""Muthaiga Golf Club"", ""ムタイガゴルフクラブ、ナイロビ""]","Je! Ni uwanja gani wa gofu ni nyumbani kwa Kenya Open, tukio la ziara ya Ulaya?","[""Klabu ya Gofu ya Muthaiga"", ""Klabu ya Gofu ya Muthaiga, Nairobi""]",สนามกอล์ฟใดเป็นที่ตั้งของ Kenya Open ซึ่งเป็นงานทัวร์ยุโรป,"[""Muthaiga Golf Club"", ""Muthaiga Golf Club, ไนโรบี""]"
6,Sports,Venue,Kenya,20250510-211240,"Where did Kenya's national football team, the Harambee Stars, play many of their home matches before the renovation of Nyayo National Stadium?","[""City Stadium"", ""Nairobi City Stadium"", ""Hope Centre""]","न्यायो नेशनल स्टेडियम के नवीनीकरण से पहले केन्या की राष्ट्रीय फुटबॉल टीम, हरम्बी स्टार्स, ने अपने कई घरेलू मैच कहाँ खेले?","[""सिटी स्टेडियम"", ""नैरोबी सिटी स्टेडियम"", ""होप सेंटर""]",ケニアのサッカー代表チーム、ハランビー・スターズは、ニャヨ国立競技場の改修前に、ホームマッチの多くをどこで開催していましたか？,"[""シティ・スタジアム"", ""ナイロビ・シティ・スタジアム"", ""ホープ・センター""]","Timu ya taifa ya kandanda ya Kenya, Harambee Stars, ilicheza mechi zao nyingi za nyumbani wapi kabla ya ukarabati wa Uwanja wa Kitaifa wa Nyayo?","[""Uwanja wa Jiji"", ""Uwanja wa Jiji la Nairobi"", ""Kituo cha Tumaini""]",ทีมฟุตบอลทีมชาติเคนยา ฮารัมบีสตาร์ส เล่นเกมเหย้าหลายเกมที่ไหนก่อนการปรับปรุงสนามกีฬาแห่งชาติเนียโย,"[""สนามกีฬาเมือง"", ""สนามกีฬาเมืองไนโรบี"", ""ศูนย์แห่งความหวัง""]","केन्या की राष्ट्रीय फुटबॉल टीम, हारम्बी स्टार्स ने Nyayo नेशनल स्टेडियम के नवीकरण से पहले अपने कई घर मैच खेले थे?","[""सिटी स्टेडियम"", ""नैरोबी सिटी स्टेडियम"", ""होप सेंटर""]",ケニアのナショナルフットボールチームであるハランビースターズは、ナイヨーナショナルスタジアムの改修の前に多くのホームマッチをプレイしましたか？,"[""シティスタジアム"", ""ナイロビシティスタジアム"", ""ホープセンター""]","Je! Timu ya mpira wa miguu ya kitaifa ya Kenya, nyota ya Harambee, ilicheza mechi zao nyingi za nyumbani kabla ya ukarabati wa Uwanja wa Kitaifa wa Nyayo?","[""Uwanja wa jiji"", ""Uwanja wa Jiji la Nairobi"", ""Kituo cha Tumaini""]",ทีมฟุตบอลแห่งชาติของเคนยา Harambee Stars เล่นการแข่งขันบ้านหลายนัดก่อนการปรับปรุงสนามกีฬาแห่งชาติ Nyayo?,"[""สนามกีฬาเมือง"", ""สนามกีฬาเมืองไนโรบี"", ""ศูนย์ความหวัง""]"
7,Sports,Venue,Kenya,20250510-211240,Which venue in Mombasa is known for hosting boxing matches?,"[""Mombasa Municipal Stadium"", ""Mombasa Stadium""]",मोम्बासा में कौन सा स्थान मुक्केबाजी मैचों की मेजबानी के लिए जाना जाता है?,"[""मोम्बासा म्युनिसिपल स्टेडियम"", ""मोम्बासा स्टेडियम""]",モンバサのどの会場がボクシングの試合を開催することで知られていますか？,"[""モンバサ市立競技場"", ""モンバサ競技場""]",Ni uwanja gani huko Mombasa unaojulikana kwa kuandaa mechi za ndondi?,"[""Uwanja wa Manispaa ya Mombasa"", ""Uwanja wa Mombasa""]",สถานที่ใดในมอมบาซาเป็นที่รู้จักกันดีในการจัดการแข่งขันมวย,"[""สนามกีฬาเทศบาลมอมบาซา"", ""สนามกีฬามอมบาซา""]",मोम्बासा में कौन सा स्थल मुक्केबाजी मैचों की मेजबानी के लिए जाना जाता है?,"[""मोम्बासा नगरपालिका स्टेडियम"", ""मोम्बासा स्टेडियम""]",モンバサのどの会場がボクシングマッチを開催することで知られていますか？,"[""モンバサ市立スタジアム"", ""モンバサスタジアム""]",Je! Ni ukumbi gani huko Mombasa unajulikana kwa mwenyeji wa mechi za ndondi?,"[""Uwanja wa Manispaa ya Mombasa"", ""Uwanja wa Mombasa""]",สถานที่ใดในมอมบาซาเป็นที่รู้จักกันดีในการโฮสต์การแข่งขันมวย?,"[""สนามกีฬาเทศบาลมอมบาซา"", ""สนามกีฬามอมบาซา""]"
8,Sports,Venue,Kenya,20250510-211240,"Where is the Ngong Racecourse, a popular venue for horse racing in Kenya, located?","[""Ngong"", ""Ngong Town""]","केन्या में घुड़दौड़ के लिए एक लोकप्रिय स्थल, न्गोंग रेसकोर्स कहाँ स्थित है?","[""न्गोंग"", ""न्गोंग टाउन""]",ケニアで競馬の人気会場であるンゴング競馬場はどこにありますか？,"[""ンゴング"", ""ンゴング・タウン""]","Uwanja wa Ngong, uwanja maarufu wa mbio za farasi nchini Kenya, uko wapi?","[""Ngong"", ""Mji wa Ngong""]",สนามแข่งม้า Ngong ซึ่งเป็นสถานที่ยอดนิยมสำหรับการแข่งม้าในเคนยา ตั้งอยู่ที่ไหน,"[""งอง"", ""เมืองงอง""]","केन्या में घुड़दौड़ के लिए एक लोकप्रिय स्थल, Ngong रेसकोर्स कहाँ है?","[""नगोंग"", ""नगोंग टाउन""]",ケニアで競馬の人気の会場であるNgong Racecourseはどこにありますか？,"[""ngong"", ""Ngong Town""]","Je! Racecourse ya Ngong iko wapi, ukumbi maarufu wa mbio za farasi nchini Kenya, ziko?","[""Ngong"", ""Jiji la Ngong""]",Ngong Racecourse อยู่ที่ไหนสถานที่ยอดนิยมสำหรับการแข่งม้าในเคนยาตั้งอยู่ที่ไหน?,"[""นิกาย"", ""เมืองนงกง""]"
9,Sports,Venue,Kenya,20250510-211240,Which stadium in Kisumu is primarily used for football matches?,"[""Moi Stadium, Kisumu"", ""Kisumu Moi Stadium"", ""Moi Stadium""]",किसुमू में कौन सा स्टेडियम मुख्य रूप से फुटबॉल मैचों के लिए उपयोग किया जाता है?,"[""मोई स्टेडियम, किसुमू"", ""किसुमू मोई स्टेडियम"", ""मोई स्टेडियम""]",キスムのどのスタジアムが主にサッカーの試合に使用されていますか？,"[""モイ・スタジアム、キスム"", ""キスム・モイ・スタジアム"", ""モイ・スタジアム""]",Uwanja gani huko Kisumu hutumika sana kwa mechi za kandanda?,"[""Uwanja wa Moi, Kisumu"", ""Uwanja wa Kisumu Moi"", ""Uwanja wa Moi""]",สนามกีฬาใดในคิซูมูที่ใช้สำหรับการแข่งขันฟุตบอลเป็นหลัก,"[""สนามกีฬาโมอิ, คิซูมู"", ""สนามกีฬาคิซูมูโมอิ"", ""สนามกีฬาโมอิ""]",किसुमू में कौन सा स्टेडियम मुख्य रूप से फुटबॉल मैचों के लिए उपयोग किया जाता है?,"[""मोई स्टेडियम, किसुमू"", ""किसुमू मोई स्टेडियम"", ""मोई स्टेडियम""]",キスムのどのスタジアムが主にサッカーの試合に使用されていますか？,"[""モイスタジアム、キスム"", ""キスムモイスタジアム"", ""モイスタジアム""]",Je! Ni uwanja gani huko Kisumu kimsingi hutumiwa kwa mechi za mpira wa miguu?,"[""Uwanja wa Moi, Kisumu"", ""Uwanja wa Kisumu Moi"", ""Uwanja wa MOI""]",สนามกีฬาใดใน Kisumu ที่ใช้เป็นหลักสำหรับการแข่งขันฟุตบอล?,"[""Moi Stadium, Kisumu"", ""สนามกีฬา Kisumu Moi"", ""สนามกีฬา Moi""]"
10,Sports,Venue,Kenya,20250510-211240,In which sports complex is the Aquatic Training Centre located in Nairobi?,"[""Moi International Sports Centre"", ""MISC Kasarani"", ""Kasarani Sports Complex""]",नैरोबी में एक्वाटिक ट्रेनिंग सेंटर किस स्पोर्ट्स कॉम्प्लेक्स में स्थित है?,"[""मोई इंटरनेशनल स्पोर्ट्स सेंटर"", ""MISC कसरानी"", ""कसरानी स्पोर्ट्स कॉम्प्लेक्स""]",ナイロビにある水泳トレーニングセンターは、どのスポーツ複合施設にありますか？,"[""モイ国際スポーツセンター"", ""MISCカサラニ"", ""カサラニ・スポーツ複合施設""]",Kituo cha Mafunzo ya Majini kiko katika kituo gani cha michezo huko Nairobi?,"[""Kituo cha Michezo cha Kimataifa cha Moi"", ""MISC Kasarani"", ""Kituo cha Michezo cha Kasarani""]",ศูนย์ฝึกกีฬาทางน้ำในไนโรบีตั้งอยู่ในศูนย์กีฬาใด,"[""ศูนย์กีฬาแห่งชาติโมอิ"", ""MISC คาสารานี"", ""ศูนย์กีฬาคาสารานี""]",नैरोबी में स्थित जलीय प्रशिक्षण केंद्र किस खेल परिसर में है?,"[""मोई इंटरनेशनल स्पोर्ट्स सेंटर"", ""विविध कशरानी"", ""कसरानी स्पोर्ट्स कॉम्प्लेक्स""]",ナイロビにある水生トレーニングセンターはどのスポーツコンプレックスですか？,"[""Moi International Sports Center"", ""Misc Kasarani"", ""カサラニスポーツコンプレックス""]",Je! Kituo cha mafunzo cha majini kiko katika Nairobi gani?,"[""Kituo cha Michezo cha Kimataifa cha MOI"", ""Misc Kasarani"", ""Kasarani Sports Complex""]",ศูนย์ฝึกอบรมทางน้ำในไนโรบีคอมเพล็กซ์ใดบ้าง?,"[""ศูนย์กีฬานานาชาติ MOI"", ""Kasarani อื่น ๆ"", ""Kasarani Sports Complex""]"
1,Sports,Team,Thailand,20250511-000335,Which Thai football team won the 2021-22 Thai League 1?,"[""Buriram United"", ""ปราสาทสายฟ้า"", ""Thunder Castle""]",किस थाई फुटबॉल टीम ने 2021-22 थाई लीग 1 जीती?,"[""बुरिराम यूनाइटेड"", ""บุรีรัมย์ ยูไนเต็ด"", ""बुरीराम युनाइटेड"", ""प्रासत साए फाह"", ""ปราสาทสายฟ้า"", ""प्रासाद सई फाह"", ""थंडर कैसल"", ""Thunder Castle""]",2021-22年のタイ・リーグ1で優勝したタイのサッカーチームはどこですか？,"[""ブリーラム・ユナイテッド"", ""Buri Ramu Yunaiteddo"", ""บุรีรัมย์ ยูไนเต็ด"", ""ปราสาทสายฟ้า"", ""Prasat Sai Fa"", ""サンダーキャッスル"", ""Sandā Kyassuru""]",Ni timu gani ya mpira wa miguu ya Thailand ilishinda Ligi Kuu ya Thailand ya 2021-22?,"[""Buriram United"", ""บุรีรัมย์ ยูไนเต็ด"", ""Prasat Sai Fa"", ""ปราสาทสายฟ้า"", ""Kasri la Ngurumo"", ""Thunder Castle""]",ทีมฟุตบอลไทยทีมใดที่ชนะไทยลีก 1 ฤดูกาล 2564-2565?,"[""บุรีรัมย์ ยูไนเต็ด"", ""Buriram United"", ""ปราสาทสายฟ้า"", ""Prasat Sai Fah""]",किस थाई फुटबॉल टीम ने 2021-22 थाई लीग 1 जीता?,"[""बुरिराम यूनाइटेड"", ""ปราสาทสายฟ้า"", ""थंडर कैसल""]",2021-22タイリーグ1で優勝したタイフットボールチームはどれですか？,"[""Buriram United"", ""ปราสาทสายฟ้า"", ""サンダー城""]",Je! Ni timu gani ya mpira wa miguu ya Thai ilishinda 2021-22 Thai League 1?,"[""Buriram United"", ""ปราสาทสายฟ้า"", ""Ngome ya Thunder""]",ทีมฟุตบอลไทยคนไหนที่ชนะการแข่งขันในปีพ. ศ. 2564-25,"[""Buiram United"", ""ปราสาทสายฟ้า"", ""ปราสาทฟ้าร้อง""]"
2,Sports,Team,Thailand,20250511-000335,Which Thai volleyball team won the 2023 Women's Volleyball Thailand League?,"[""Diamond Food Fine Chef - Air Force"", ""ไดมอนด์ ฟู้ด ไฟน์เชฟ - แอร์ฟอร์ซ"", ""Diamond Food""]",किस थाई वॉलीबॉल टीम ने 2023 महिला वॉलीबॉल थाईलैंड लीग जीती?,"[""डायमंड फूड फाइन शेफ - एयर फोर्स"", ""Diamond Food Fine Chef - Air Force"", ""ไดมอนด์ ฟู้ด ไฟน์เชฟ - แอร์ฟอร์ซ"", ""डायमंड फूड"", ""Diamond Food""]",どのタイのバレーボールチームが2023年女子バレーボールタイリーグで優勝しましたか？,"[""ダイヤモンドフードファインシェフ-エアフォース"", ""Daiyamondo Fūdo Fain Shefu - Eafōsu"", ""ไดมอนด์ ฟู้ด ไฟน์เชฟ - แอร์ฟอร์ซ"", ""ダイヤモンドフード"", ""Daiyamondo Fūdo""]",Ni timu gani ya mpira wa wavu ya Thailand ilishinda Ligi ya Mpira wa Wavu ya Wanawake ya Thailand ya 2023?,"[""Diamond Food Fine Chef - Air Force"", ""ไดมอนด์ ฟู้ด ไฟน์เชฟ - แอร์ฟอร์ซ"", ""Diamond Food""]",ทีมวอลเลย์บอลหญิงไทยทีมใดที่ชนะวอลเลย์บอลไทยแลนด์ลีก 2023?,"[""ไดมอนด์ ฟู้ด ไฟน์เชฟ - แอร์ฟอร์ซ"", ""Diamond Food Fine Chef - Air Force"", ""ไดมอนด์ ฟู้ด"", ""Diamond Food""]",किस थाई वॉलीबॉल टीम ने 2023 महिला वॉलीबॉल थाईलैंड लीग जीती?,"[""डायमंड फूड फाइन शेफ - वायु सेना"", ""ไดมอนด์ ฟู้ด ไฟน์เชฟ - แอร์ฟอร์ซ แอร์ฟอร์ซ"", ""डायमंड फूड""]",どのタイバレーボールチームが2023年の女子バレーボールタイリーグで優勝しましたか？,"[""ダイヤモンドフードファインシェフ - 空軍"", ""ไดมอนด์ฟู้ดไฟน์เชฟ -แอร์ฟอร์ซ"", ""ダイヤモンドフード""]",Je! Ni timu gani ya Volleyball ya Thai ilishinda Ligi ya Wanawake wa Volleyball ya Wanawake 2023?,"[""Chakula cha Chakula cha almasi - Jeshi la Anga"", ""ไดมอนด์ ฟู้ด ไฟน์เชฟ - แอร์ฟอร์ซ"", ""Chakula cha almasi""]",ทีมวอลเลย์บอลไทยคนไหนที่ได้รับรางวัลวอลเลย์บอลหญิงไทยลีกปี 2023?,"[""พ่อครัว Diamond Food Fine - กองทัพอากาศ"", ""ไดมอนด์ไฟน์เชฟไฟน์เชฟ - แอร์ฟอร์ซ"", ""อาหารเพชร""]"
